state,district,year,quarter,registered_users
Gujarat,mahesana,2020,4,464932
Gujarat,valsad,2020,4,452628
Gujarat,ahmadabad,2021,1,2999575
Gujarat,surat,2021,1,2458596
Gujarat,vadodara,2021,1,1053954
Gujarat,rajkot,2021,1,677301
Gujarat,gandhinagar,2021,1,615315
Gujarat,banas kantha,2021,1,598384
Gujarat,bharuch,2021,1,548541
Gujarat,kachchh,2021,1,505517
Gujarat,mahesana,2021,1,500511
Gujarat,valsad,2021,1,489062
Gujarat,ahmadabad,2021,2,3209841
Gujarat,surat,2021,2,2633443
Gujarat,vadodara,2021,2,1127636
Gujarat,rajkot,2021,2,726817
Gujarat,gandhinagar,2021,2,658428
Gujarat,banas kantha,2021,2,645073
Gujarat,bharuch,2021,2,588777
Gujarat,kachchh,2021,2,543585
Gujarat,mahesana,2021,2,536645
Gujarat,valsad,2021,2,524614
Gujarat,ahmadabad,2021,3,3445024
Gujarat,surat,2021,3,2830392
Gujarat,vadodara,2021,3,1210266
Gujarat,rajkot,2021,3,782611
Gujarat,gandhinagar,2021,3,706654
Gujarat,banas kantha,2021,3,698841
Gujarat,bharuch,2021,3,634589
Gujarat,kachchh,2021,3,587589
Gujarat,mahesana,2021,3,578072
Gujarat,valsad,2021,3,565423
Gujarat,ahmadabad,2021,4,3679243
Gujarat,surat,2021,4,3026960
Gujarat,vadodara,2021,4,1292097
Gujarat,rajkot,2021,4,837869
Gujarat,gandhinagar,2021,4,754369
Gujarat,banas kantha,2021,4,751116
Gujarat,bharuch,2021,4,679705
Gujarat,kachchh,2021,4,630878
Gujarat,mahesana,2021,4,618376
Gujarat,valsad,2021,4,605655
Gujarat,ahmadabad,2022,1,3897869
Gujarat,surat,2022,1,3210535
Gujarat,vadodara,2022,1,1368210
Gujarat,rajkot,2022,1,889499
Gujarat,banas kantha,2022,1,802470
Gujarat,gandhinagar,2022,1,799301
Gujarat,bharuch,2022,1,722367
Gujarat,kachchh,2022,1,671465
Gujarat,mahesana,2022,1,656908
Gujarat,valsad,2022,1,643742
Gujarat,ahmadabad,2022,2,4105172
Gujarat,surat,2022,2,3385398
Gujarat,vadodara,2022,2,1440949
Gujarat,rajkot,2022,2,937863
Gujarat,banas kantha,2022,2,849884
Gujarat,gandhinagar,2022,2,841732
Gujarat,bharuch,2022,2,762752
Gujarat,kachchh,2022,2,709339
Gujarat,mahesana,2022,2,692794
Gujarat,valsad,2022,2,679340
Gujarat,ahmadabad,2022,3,4319512
Gujarat,surat,2022,3,3567767
Gujarat,vadodara,2022,3,1515556
Gujarat,rajkot,2022,3,986904
Gujarat,banas kantha,2022,3,896869
Gujarat,gandhinagar,2022,3,885535
Gujarat,bharuch,2022,3,803845
Gujarat,kachchh,2022,3,747079
Gujarat,mahesana,2022,3,729723
Gujarat,valsad,2022,3,716467
Gujarat,ahmadabad,2022,4,4530853
Gujarat,surat,2022,4,3747780
Gujarat,vadodara,2022,4,1587831
Gujarat,rajkot,2022,4,1033159
Gujarat,banas kantha,2022,4,939693
Gujarat,gandhinagar,2022,4,927585
Gujarat,bharuch,2022,4,842519
Gujarat,kachchh,2022,4,781383
Gujarat,mahesana,2022,4,763693
Gujarat,valsad,2022,4,751767
Gujarat,ahmadabad,2023,1,4734630
Gujarat,surat,2023,1,3919829
Gujarat,vadodara,2023,1,1658232
Gujarat,rajkot,2023,1,1079736
Gujarat,banas kantha,2023,1,985280
Gujarat,gandhinagar,2023,1,968586
Gujarat,bharuch,2023,1,881508
Gujarat,kachchh,2023,1,817441
Gujarat,mahesana,2023,1,798353
Gujarat,valsad,2023,1,786811
Gujarat,ahmadabad,2023,2,4913610
Gujarat,surat,2023,2,4076929
Gujarat,vadodara,2023,2,1721431
Gujarat,rajkot,2023,2,1123115
Gujarat,banas kantha,2023,2,1030499
Gujarat,gandhinagar,2023,2,1005603
Gujarat,bharuch,2023,2,917746
Gujarat,kachchh,2023,2,853047
Gujarat,mahesana,2023,2,831177
Gujarat,valsad,2023,2,818831
Gujarat,ahmadabad,2023,3,5105557
Gujarat,surat,2023,3,4238878
Gujarat,vadodara,2023,3,1789238
Gujarat,rajkot,2023,3,1167848
Gujarat,banas kantha,2023,3,1074757
Gujarat,gandhinagar,2023,3,1044993
Gujarat,bharuch,2023,3,955541
Gujarat,kachchh,2023,3,888857
Gujarat,mahesana,2023,3,864845
Gujarat,valsad,2023,3,852301
Gujarat,ahmadabad,2023,4,5282400
Gujarat,surat,2023,4,4396038
Gujarat,vadodara,2023,4,1851909
Gujarat,rajkot,2023,4,1210023
Gujarat,banas kantha,2023,4,1116214
Gujarat,gandhinagar,2023,4,1080850
Gujarat,bharuch,2023,4,991279
Gujarat,kachchh,2023,4,922553
Gujarat,mahesana,2023,4,895934
Gujarat,valsad,2023,4,883746
Gujarat,ahmadabad,2024,1,5485010
Gujarat,surat,2024,1,4569769
Gujarat,vadodara,2024,1,1923948
Gujarat,rajkot,2024,1,1258350
Gujarat,banas kantha,2024,1,1165004
Gujarat,gandhinagar,2024,1,1122367
Gujarat,bharuch,2024,1,1032496
Gujarat,kachchh,2024,1,962243
Gujarat,mahesana,2024,1,931768
Gujarat,valsad,2024,1,919660
Gujarat,ahmadabad,2024,2,5693015
Gujarat,surat,2024,2,4747919
Gujarat,vadodara,2024,2,1996837
Gujarat,rajkot,2024,2,1306577
Gujarat,banas kantha,2024,2,1210784
Gujarat,gandhinagar,2024,2,1164291
Gujarat,bharuch,2024,2,1072930
Gujarat,kachchh,2024,2,999285
Gujarat,mahesana,2024,2,967060
Gujarat,valsad,2024,2,955703
Gujarat,ahmedabad,2024,3,5580316
Gujarat,surat,2024,3,4957655
Gujarat,vadodara,2024,3,1840568
Gujarat,rajkot,2024,3,1464200
Gujarat,banaskantha,2024,3,1368759
Gujarat,gandhinagar,2024,3,1231807
Gujarat,kachchh,2024,3,1163061
Gujarat,bharuch,2024,3,1024612
Gujarat,valsad,2024,3,992156
Gujarat,mahesana,2024,3,954366
Gujarat,ahmedabad,2024,4,5702922
Gujarat,surat,2024,4,5048172
Gujarat,vadodara,2024,4,1888611
Gujarat,rajkot,2024,4,1505556
Gujarat,banaskantha,2024,4,1417046
Gujarat,gandhinagar,2024,4,1260236
Gujarat,kachchh,2024,4,1194949
Gujarat,bharuch,2024,4,1050539
Gujarat,valsad,2024,4,1018017
Gujarat,mahesana,2024,4,981097
Haryana,gurugram,2018,1,474081
Haryana,faridabad,2018,1,231504
Haryana,hisar,2018,1,113872
Haryana,rewari,2018,1,85350
Haryana,sonipat,2018,1,79638
Haryana,panipat,2018,1,74739
Haryana,karnal,2018,1,73612
Haryana,sirsa,2018,1,70800
Haryana,rohtak,2018,1,62452
Haryana,bhiwani,2018,1,57585
Haryana,gurugram,2018,2,621718
Haryana,faridabad,2018,2,306358
Haryana,hisar,2018,2,147599
Haryana,rewari,2018,2,113056
Haryana,sonipat,2018,2,106837
Haryana,panipat,2018,2,101243
Haryana,karnal,2018,2,98276
Haryana,sirsa,2018,2,91908
Haryana,rohtak,2018,2,82822
Haryana,bhiwani,2018,2,75485
Haryana,gurugram,2018,3,767369
Haryana,faridabad,2018,3,383316
Haryana,hisar,2018,3,176380
Haryana,rewari,2018,3,138368
Haryana,sonipat,2018,3,132705
Haryana,panipat,2018,3,124290
Haryana,karnal,2018,3,121471
Haryana,sirsa,2018,3,109165
Haryana,rohtak,2018,3,101649
Haryana,ambala,2018,3,92472
Haryana,gurugram,2018,4,967781
Haryana,faridabad,2018,4,521996
Haryana,hisar,2018,4,210671
Haryana,rewari,2018,4,172035
Haryana,sonipat,2018,4,165599
Haryana,panipat,2018,4,153137
Haryana,karnal,2018,4,149062
Haryana,sirsa,2018,4,127874
Haryana,rohtak,2018,4,124365
Haryana,jhajjar,2018,4,114488
Haryana,gurugram,2019,1,1159832
Haryana,faridabad,2019,1,634024
Haryana,hisar,2019,1,245236
Haryana,rewari,2019,1,207051
Haryana,sonipat,2019,1,199593
Haryana,panipat,2019,1,181548
Haryana,karnal,2019,1,177042
Haryana,rohtak,2019,1,147392
Haryana,sirsa,2019,1,146936
Haryana,palwal,2019,1,141953
Haryana,gurugram,2019,2,1307319
Haryana,faridabad,2019,2,716593
Haryana,hisar,2019,2,277720
Haryana,rewari,2019,2,238349
Haryana,sonipat,2019,2,230883
Haryana,panipat,2019,2,208172
Haryana,karnal,2019,2,204255
Haryana,rohtak,2019,2,169372
Haryana,palwal,2019,2,165665
Haryana,sirsa,2019,2,163468
Haryana,gurugram,2019,3,1447473
Haryana,faridabad,2019,3,792884
Haryana,hisar,2019,3,308179
Haryana,rewari,2019,3,266893
Haryana,sonipat,2019,3,261554
Haryana,panipat,2019,3,235346
Haryana,karnal,2019,3,230603
Haryana,rohtak,2019,3,190137
Haryana,palwal,2019,3,188217
Haryana,jhajjar,2019,3,185095
Haryana,gurugram,2019,4,1574240
Haryana,faridabad,2019,4,862595
Haryana,hisar,2019,4,339753
Haryana,rewari,2019,4,294161
Haryana,sonipat,2019,4,291479
Haryana,panipat,2019,4,262435
Haryana,karnal,2019,4,255280
Haryana,rohtak,2019,4,209750
Haryana,palwal,2019,4,209434
Haryana,jhajjar,2019,4,206377
Haryana,gurugram,2020,1,1700505
Haryana,faridabad,2020,1,935992
Haryana,hisar,2020,1,382469
Haryana,sonipat,2020,1,325111
Haryana,rewari,2020,1,323001
Haryana,panipat,2020,1,293916
Haryana,karnal,2020,1,283270
Haryana,palwal,2020,1,233542
Haryana,rohtak,2020,1,231317
Haryana,jhajjar,2020,1,230059
Haryana,gurugram,2020,2,1809777
Haryana,faridabad,2020,2,1010271
Haryana,hisar,2020,2,417164
Haryana,sonipat,2020,2,362890
Haryana,rewari,2020,2,354024
Haryana,panipat,2020,2,324833
Haryana,karnal,2020,2,313828
Haryana,palwal,2020,2,259528
Haryana,jhajjar,2020,2,256581
Haryana,rohtak,2020,2,254647
Haryana,gurugram,2020,3,1949331
Haryana,faridabad,2020,3,1094570
Haryana,hisar,2020,3,453910
Haryana,sonipat,2020,3,402001
Haryana,rewari,2020,3,388025
Haryana,panipat,2020,3,357830
Haryana,karnal,2020,3,344289
Haryana,palwal,2020,3,285223
Haryana,jhajjar,2020,3,284852
Haryana,rohtak,2020,3,280325
Haryana,gurugram,2020,4,2104240
Haryana,faridabad,2020,4,1182635
Haryana,hisar,2020,4,490971
Haryana,sonipat,2020,4,441088
Haryana,rewari,2020,4,421106
Haryana,panipat,2020,4,391952
Haryana,karnal,2020,4,374733
Haryana,jhajjar,2020,4,313144
Haryana,palwal,2020,4,310698
Haryana,rohtak,2020,4,305922
Haryana,gurugram,2021,1,2262589
Haryana,faridabad,2021,1,1272506
Haryana,hisar,2021,1,526528
Haryana,sonipat,2021,1,475192
Haryana,rewari,2021,1,453500
Haryana,panipat,2021,1,423131
Haryana,karnal,2021,1,402850
Haryana,jhajjar,2021,1,337303
Haryana,palwal,2021,1,335048
Haryana,rohtak,2021,1,329147
Haryana,gurugram,2021,2,2416391
Haryana,faridabad,2021,2,1360855
Haryana,hisar,2021,2,564047
Haryana,sonipat,2021,2,510058
Haryana,rewari,2021,2,485784
Haryana,panipat,2021,2,454218
Haryana,karnal,2021,2,432042
Haryana,jhajjar,2021,2,362160
Haryana,palwal,2021,2,359544
Haryana,rohtak,2021,2,353305
Haryana,gurugram,2021,3,2589324
Haryana,faridabad,2021,3,1459758
Haryana,hisar,2021,3,606513
Haryana,sonipat,2021,3,549613
Haryana,rewari,2021,3,522734
Haryana,panipat,2021,3,489226
Haryana,karnal,2021,3,464990
Haryana,jhajjar,2021,3,390612
Haryana,palwal,2021,3,387557
Haryana,rohtak,2021,3,380370
Haryana,gurugram,2021,4,2764490
Haryana,faridabad,2021,4,1559756
Haryana,hisar,2021,4,648827
Haryana,sonipat,2021,4,588700
Haryana,rewari,2021,4,559494
Haryana,panipat,2021,4,523678
Haryana,karnal,2021,4,497166
Haryana,jhajjar,2021,4,418950
Haryana,palwal,2021,4,415495
Haryana,rohtak,2021,4,407245
Haryana,gurugram,2022,1,2929873
Haryana,faridabad,2022,1,1654074
Haryana,hisar,2022,1,689980
Haryana,sonipat,2022,1,626016
Haryana,rewari,2022,1,595001
Haryana,panipat,2022,1,556104
Haryana,karnal,2022,1,527415
Haryana,jhajjar,2022,1,445888
Haryana,palwal,2022,1,441872
Haryana,rohtak,2022,1,432623
Haryana,gurugram,2022,2,3088176
Haryana,faridabad,2022,2,1743764
Haryana,hisar,2022,2,727942
Haryana,sonipat,2022,2,661278
Haryana,rewari,2022,2,628614
Haryana,panipat,2022,2,587006
Haryana,karnal,2022,2,555939
Haryana,jhajjar,2022,2,471357
Haryana,palwal,2022,2,466861
Haryana,rohtak,2022,2,456537
Haryana,gurugram,2022,3,3251792
Haryana,faridabad,2022,3,1837594
Haryana,hisar,2022,3,766206
Haryana,sonipat,2022,3,697349
Haryana,rewari,2022,3,663418
Haryana,panipat,2022,3,618937
Haryana,karnal,2022,3,584928
Haryana,jhajjar,2022,3,497580
Haryana,palwal,2022,3,492837
Haryana,rohtak,2022,3,481082
Haryana,gurugram,2022,4,3416098
Haryana,faridabad,2022,4,1930743
Haryana,hisar,2022,4,801156
Haryana,sonipat,2022,4,731324
Haryana,rewari,2022,4,696113
Haryana,panipat,2022,4,649292
Haryana,karnal,2022,4,611868
Haryana,jhajjar,2022,4,521692
Haryana,palwal,2022,4,516553
Haryana,rohtak,2022,4,504058
Haryana,gurugram,2023,1,3572322
Haryana,faridabad,2023,1,2018956
Haryana,hisar,2023,1,846309
Haryana,sonipat,2023,1,764865
Haryana,rewari,2023,1,728428
Haryana,panipat,2023,1,679052
Haryana,karnal,2023,1,638547
Haryana,jhajjar,2023,1,545862
Haryana,palwal,2023,1,540064
Haryana,rohtak,2023,1,527046
Haryana,gurugram,2023,2,3707352
Haryana,faridabad,2023,2,2097648
Haryana,hisar,2023,2,879031
Haryana,sonipat,2023,2,796213
Haryana,rewari,2023,2,757958
Haryana,panipat,2023,2,706703
Haryana,karnal,2023,2,664313
Haryana,jhajjar,2023,2,568479
Haryana,palwal,2023,2,562608
Haryana,rohtak,2023,2,547825
Haryana,gurugram,2023,3,3846607
Haryana,faridabad,2023,3,2177737
Haryana,hisar,2023,3,913340
Haryana,sonipat,2023,3,828230
Haryana,rewari,2023,3,788131
Haryana,panipat,2023,3,735266
Haryana,karnal,2023,3,690422
Haryana,jhajjar,2023,3,591881
Haryana,palwal,2023,3,585232
Haryana,rohtak,2023,3,570001
Haryana,gurugram,2023,4,3980597
Haryana,faridabad,2023,4,2254787
Haryana,hisar,2023,4,945044
Haryana,sonipat,2023,4,857752
Haryana,rewari,2023,4,817197
Haryana,panipat,2023,4,761069
Haryana,karnal,2023,4,714314
Haryana,jhajjar,2023,4,613796
Haryana,palwal,2023,4,606281
Haryana,rohtak,2023,4,589438
Haryana,gurugram,2024,1,4134124
Haryana,faridabad,2024,1,2342026
Haryana,hisar,2024,1,981843
Haryana,sonipat,2024,1,892110
Haryana,rewari,2024,1,850468
Haryana,panipat,2024,1,791258
Haryana,karnal,2024,1,741880
Haryana,jhajjar,2024,1,638613
Haryana,palwal,2024,1,630556
Haryana,rohtak,2024,1,612619
Haryana,gurugram,2024,2,4289099
Haryana,faridabad,2024,2,2432061
Haryana,hisar,2024,2,1017200
Haryana,sonipat,2024,2,925604
Haryana,rewari,2024,2,882152
Haryana,panipat,2024,2,820766
Haryana,karnal,2024,2,769577
Haryana,jhajjar,2024,2,662778
Haryana,palwal,2024,2,654617
Haryana,rohtak,2024,2,635272
Haryana,gurugram,2024,3,4264705
Haryana,faridabad,2024,3,2263356
Haryana,sonipat,2024,3,1056983
Haryana,hisar,2024,3,926328
Haryana,panipat,2024,3,885898
Haryana,rewari,2024,3,817240
Haryana,karnal,2024,3,740449
Haryana,jhajjar,2024,3,726930
Haryana,nuh,2024,3,657942
Haryana,palwal,2024,3,643422
Haryana,gurugram,2024,4,4394202
Haryana,faridabad,2024,4,2323097
Haryana,sonipat,2024,4,1085801
Haryana,hisar,2024,4,952421
Haryana,panipat,2024,4,910441
Haryana,rewari,2024,4,838890
Haryana,karnal,2024,4,763389
Haryana,jhajjar,2024,4,746192
Haryana,nuh,2024,4,675794
Haryana,palwal,2024,4,661233
Himachal Pradesh,solan,2018,1,50035
Himachal Pradesh,kangra,2018,1,39016
Himachal Pradesh,shimla,2018,1,28214
Himachal Pradesh,mandi,2018,1,26238
Himachal Pradesh,sirmaur,2018,1,15880
Himachal Pradesh,hamirpur,2018,1,15614
Himachal Pradesh,kullu,2018,1,15318
Himachal Pradesh,una,2018,1,13234
Himachal Pradesh,bilaspur,2018,1,11975
Himachal Pradesh,chamba,2018,1,8678
Himachal Pradesh,solan,2018,2,68950
Himachal Pradesh,kangra,2018,2,54828
Himachal Pradesh,shimla,2018,2,38590
Himachal Pradesh,mandi,2018,2,36126
Himachal Pradesh,sirmaur,2018,2,22379
Himachal Pradesh,hamirpur,2018,2,21374
Himachal Pradesh,kullu,2018,2,21077
Himachal Pradesh,una,2018,2,18691
Himachal Pradesh,bilaspur,2018,2,16531
Himachal Pradesh,chamba,2018,2,12259
Himachal Pradesh,solan,2018,3,88724
Himachal Pradesh,kangra,2018,3,71494
Himachal Pradesh,shimla,2018,3,49820
Himachal Pradesh,mandi,2018,3,45876
Himachal Pradesh,sirmaur,2018,3,28959
Himachal Pradesh,hamirpur,2018,3,27915
Himachal Pradesh,kullu,2018,3,26840
Himachal Pradesh,una,2018,3,24952
Himachal Pradesh,bilaspur,2018,3,21030
Himachal Pradesh,chamba,2018,3,16157
Himachal Pradesh,solan,2018,4,113278
Himachal Pradesh,kangra,2018,4,92887
Himachal Pradesh,shimla,2018,4,64640
Himachal Pradesh,mandi,2018,4,58526
Himachal Pradesh,sirmaur,2018,4,38194
Himachal Pradesh,hamirpur,2018,4,35979
Himachal Pradesh,kullu,2018,4,34719
Himachal Pradesh,una,2018,4,32451
Himachal Pradesh,bilaspur,2018,4,26517
Himachal Pradesh,chamba,2018,4,21538
Himachal Pradesh,solan,2019,1,139300
Himachal Pradesh,kangra,2019,1,115120
Himachal Pradesh,shimla,2019,1,80651
Himachal Pradesh,mandi,2019,1,72963
Himachal Pradesh,sirmaur,2019,1,47638
Himachal Pradesh,hamirpur,2019,1,44206
Himachal Pradesh,kullu,2019,1,43436
Himachal Pradesh,una,2019,1,40315
Himachal Pradesh,bilaspur,2019,1,32537
Himachal Pradesh,chamba,2019,1,27481
Himachal Pradesh,solan,2019,2,159989
Himachal Pradesh,kangra,2019,2,139517
Himachal Pradesh,shimla,2019,2,96928
Himachal Pradesh,mandi,2019,2,86701
Himachal Pradesh,sirmaur,2019,2,55409
Himachal Pradesh,kullu,2019,2,51977
Himachal Pradesh,hamirpur,2019,2,51669
Himachal Pradesh,una,2019,2,47644
Himachal Pradesh,bilaspur,2019,2,38131
Himachal Pradesh,chamba,2019,2,33377
Himachal Pradesh,solan,2019,3,178922
Himachal Pradesh,kangra,2019,3,160161
Himachal Pradesh,shimla,2019,3,110575
Himachal Pradesh,mandi,2019,3,98589
Himachal Pradesh,sirmaur,2019,3,62048
Himachal Pradesh,kullu,2019,3,59192
Himachal Pradesh,hamirpur,2019,3,58950
Himachal Pradesh,una,2019,3,54164
Himachal Pradesh,bilaspur,2019,3,43115
Himachal Pradesh,chamba,2019,3,37974
Himachal Pradesh,solan,2019,4,198962
Himachal Pradesh,kangra,2019,4,181133
Himachal Pradesh,shimla,2019,4,124960
Himachal Pradesh,mandi,2019,4,111017
Himachal Pradesh,sirmaur,2019,4,69583
Himachal Pradesh,kullu,2019,4,66640
Himachal Pradesh,hamirpur,2019,4,66179
Himachal Pradesh,una,2019,4,61055
Himachal Pradesh,bilaspur,2019,4,48453
Himachal Pradesh,chamba,2019,4,43715
Himachal Pradesh,solan,2020,1,220293
Himachal Pradesh,kangra,2020,1,205367
Himachal Pradesh,shimla,2020,1,139890
Himachal Pradesh,mandi,2020,1,124971
Himachal Pradesh,sirmaur,2020,1,77972
Himachal Pradesh,kullu,2020,1,74668
Himachal Pradesh,hamirpur,2020,1,73945
Himachal Pradesh,una,2020,1,68564
Himachal Pradesh,bilaspur,2020,1,54024
Himachal Pradesh,chamba,2020,1,50169
Himachal Pradesh,solan,2020,2,243732
Himachal Pradesh,kangra,2020,2,235773
Himachal Pradesh,shimla,2020,2,156539
Himachal Pradesh,mandi,2020,2,142668
Himachal Pradesh,sirmaur,2020,2,88117
Himachal Pradesh,hamirpur,2020,2,84216
Himachal Pradesh,kullu,2020,2,82616
Himachal Pradesh,una,2020,2,78363
Himachal Pradesh,bilaspur,2020,2,61050
Himachal Pradesh,chamba,2020,2,58362
Himachal Pradesh,solan,2020,3,265701
Himachal Pradesh,kangra,2020,3,261293
Himachal Pradesh,shimla,2020,3,172418
Himachal Pradesh,mandi,2020,3,158237
Himachal Pradesh,sirmaur,2020,3,97464
Himachal Pradesh,hamirpur,2020,3,93465
Himachal Pradesh,kullu,2020,3,90699
Himachal Pradesh,una,2020,3,86177
Himachal Pradesh,bilaspur,2020,3,67233
Himachal Pradesh,chamba,2020,3,65214
Himachal Pradesh,solan,2020,4,289889
Himachal Pradesh,kangra,2020,4,285210
Himachal Pradesh,shimla,2020,4,189005
Himachal Pradesh,mandi,2020,4,173403
Himachal Pradesh,sirmaur,2020,4,107144
Himachal Pradesh,hamirpur,2020,4,101825
Himachal Pradesh,kullu,2020,4,99814
Himachal Pradesh,una,2020,4,93778
Himachal Pradesh,bilaspur,2020,4,73296
Himachal Pradesh,chamba,2020,4,72124
Himachal Pradesh,solan,2021,1,312360
Himachal Pradesh,kangra,2021,1,306531
Himachal Pradesh,shimla,2021,1,202911
Himachal Pradesh,mandi,2021,1,186340
Himachal Pradesh,sirmaur,2021,1,115705
Himachal Pradesh,hamirpur,2021,1,109372
Himachal Pradesh,kullu,2021,1,107536
Himachal Pradesh,una,2021,1,100832
Himachal Pradesh,bilaspur,2021,1,78663
Himachal Pradesh,chamba,2021,1,77599
Himachal Pradesh,solan,2021,2,334716
Himachal Pradesh,kangra,2021,2,329232
Himachal Pradesh,shimla,2021,2,218068
Himachal Pradesh,mandi,2021,2,200277
Himachal Pradesh,sirmaur,2021,2,124764
Himachal Pradesh,hamirpur,2021,2,117381
Himachal Pradesh,kullu,2021,2,115278
Himachal Pradesh,una,2021,2,108338
Himachal Pradesh,bilaspur,2021,2,84508
Himachal Pradesh,chamba,2021,2,83542
Himachal Pradesh,solan,2021,3,360324
Himachal Pradesh,kangra,2021,3,355274
Himachal Pradesh,shimla,2021,3,235163
Himachal Pradesh,mandi,2021,3,216188
Himachal Pradesh,sirmaur,2021,3,134870
Himachal Pradesh,hamirpur,2021,3,126753
Himachal Pradesh,kullu,2021,3,124078
Himachal Pradesh,una,2021,3,116973
Himachal Pradesh,bilaspur,2021,3,91291
Himachal Pradesh,chamba,2021,3,90344
Himachal Pradesh,solan,2021,4,385901
Himachal Pradesh,kangra,2021,4,380492
Himachal Pradesh,shimla,2021,4,251745
Himachal Pradesh,mandi,2021,4,231360
Himachal Pradesh,sirmaur,2021,4,144716
Himachal Pradesh,hamirpur,2021,4,135670
Himachal Pradesh,kullu,2021,4,132702
Himachal Pradesh,una,2021,4,125192
Himachal Pradesh,bilaspur,2021,4,97687
Himachal Pradesh,chamba,2021,4,96745
Himachal Pradesh,solan,2022,1,410487
Himachal Pradesh,kangra,2022,1,405048
Himachal Pradesh,shimla,2022,1,267642
Himachal Pradesh,mandi,2022,1,246307
Himachal Pradesh,sirmaur,2022,1,154267
Himachal Pradesh,hamirpur,2022,1,144434
Himachal Pradesh,kullu,2022,1,141024
Himachal Pradesh,una,2022,1,133249
Himachal Pradesh,bilaspur,2022,1,104121
Himachal Pradesh,chamba,2022,1,103270
Himachal Pradesh,solan,2022,2,433753
Himachal Pradesh,kangra,2022,2,427676
Himachal Pradesh,shimla,2022,2,282560
Himachal Pradesh,mandi,2022,2,260233
Himachal Pradesh,sirmaur,2022,2,163150
Himachal Pradesh,hamirpur,2022,2,152759
Himachal Pradesh,kullu,2022,2,148844
Himachal Pradesh,una,2022,2,140791
Himachal Pradesh,bilaspur,2022,2,110019
Himachal Pradesh,chamba,2022,2,109087
Himachal Pradesh,solan,2022,3,457393
